Pod Name,Type,Iteration,RAM,CPUS,Duration
ven3-backend-856cdd777f-wk4px,demo_50per.fastq,18,32Gi,8,48
ven4-backend-55c9bf6f8c-cvc9x,demo_75per.fastq,11,8Gi,4,72
ven9-backend-cf779bf4c-66t8s,demo_25per.fastq,11,32Gi,8,33
ven6-backend-8c4c7995c-77qf7,demo_50per.fastq,10,32Gi,8,50
ven9-backend-cf779bf4c-66t8s,demo_25per.fastq,9,32Gi,8,34
ven10-backend-67c6475b55-bh6c6,demo_50per.fastq,10,8Gi,4,54
scheduler-backend-79bbbdb9f9-9klc5,demo_25per.fastq,6,,,
ven6-backend-8c4c7995c-77qf7,demo.fastq,2,32Gi,8,88
ven8-backend-c8f9bf456-xcgxp,demo.fastq,13,16Gi,6,90
ven1-backend-6f6564689-gxqlf,demo.fastq,1,8Gi,4,89
ven10-backend-67c6475b55-bh6c6,demo_75per.fastq,8,8Gi,4,73
ven1-backend-6f6564689-gxqlf,demo_50per.fastq,18,8Gi,4,53
ven2-backend-5f8554fc6d-5s4h9,demo_25per.fastq,9,16Gi,6,39
ven5-backend-79b7f7dbf8-8cq7v,demo_75per.fastq,5,16Gi,6,71
ven10-backend-67c6475b55-bh6c6,demo_50per.fastq,4,8Gi,4,54
ven5-backend-79b7f7dbf8-8cq7v,demo_25per.fastq,4,16Gi,6,28
ven9-backend-cf779bf4c-66t8s,demo_50per.fastq,18,32Gi,8,54
ven5-backend-79b7f7dbf8-8cq7v,demo_75per.fastq,14,16Gi,6,71
ven3-backend-856cdd777f-wk4px,demo_50per.fastq,12,32Gi,8,48
ven9-backend-cf779bf4c-66t8s,demo_50per.fastq,1,32Gi,8,48
ven7-backend-7487fcccb9-2pmsh,demo_50per.fastq,9,8Gi,4,53
ven9-backend-cf779bf4c-66t8s,demo_75per.fastq,4,32Gi,8,65
ven1-backend-6f6564689-gxqlf,demo.fastq,8,8Gi,4,89
ven8-backend-c8f9bf456-xcgxp,demo.fastq,9,16Gi,6,90
ven6-backend-8c4c7995c-77qf7,demo_50per.fastq,18,32Gi,8,53
ven2-backend-5f8554fc6d-5s4h9,demo_50per.fastq,9,16Gi,6,53
ven8-backend-c8f9bf456-xcgxp,demo_25per.fastq,8,16Gi,6,32
ven1-backend-6f6564689-gxqlf,demo_25per.fastq,6,8Gi,4,33
ven4-backend-55c9bf6f8c-cvc9x,demo_75per.fastq,9,8Gi,4,76
ven2-backend-5f8554fc6d-5s4h9,demo_25per.fastq,5,16Gi,6,34
ven2-backend-5f8554fc6d-5s4h9,demo_50per.fastq,15,16Gi,6,54
ven10-backend-67c6475b55-bh6c6,demo_50per.fastq,14,8Gi,4,55
ven8-backend-c8f9bf456-xcgxp,demo_50per.fastq,7,16Gi,6,52
ven7-backend-7487fcccb9-2pmsh,demo_75per.fastq,15,8Gi,4,70
ven3-backend-856cdd777f-wk4px,demo_25per.fastq,1,32Gi,8,34
ven4-backend-55c9bf6f8c-cvc9x,demo.fastq,10,8Gi,4,90
ven3-backend-856cdd777f-wk4px,demo_25per.fastq,5,32Gi,8,35
ven8-backend-c8f9bf456-xcgxp,demo_50per.fastq,6,16Gi,6,52
ven6-backend-8c4c7995c-77qf7,demo_50per.fastq,6,32Gi,8,49
ven9-backend-cf779bf4c-66t8s,demo_25per.fastq,18,32Gi,8,29
ven1-backend-6f6564689-gxqlf,demo_75per.fastq,19,8Gi,4,70
ven2-backend-5f8554fc6d-5s4h9,demo.fastq,5,16Gi,6,89
ven7-backend-7487fcccb9-2pmsh,demo.fastq,15,8Gi,4,92
ven7-backend-7487fcccb9-2pmsh,demo_50per.fastq,2,8Gi,4,55
scheduler-backend-79bbbdb9f9-9klc5,demo_25per.fastq,5,,,
ven7-backend-7487fcccb9-2pmsh,demo_75per.fastq,6,8Gi,4,69
ven6-backend-8c4c7995c-77qf7,demo.fastq,4,32Gi,8,83
ven10-backend-67c6475b55-bh6c6,demo_75per.fastq,16,8Gi,4,82
scheduler-backend-79bbbdb9f9-9klc5,demo_75per.fastq,10,,,
ven7-backend-7487fcccb9-2pmsh,demo_75per.fastq,9,8Gi,4,89
ven8-backend-c8f9bf456-xcgxp,demo_25per.fastq,3,16Gi,6,33
ven2-backend-5f8554fc6d-5s4h9,demo_25per.fastq,13,16Gi,6,39
scheduler-backend-79bbbdb9f9-9klc5,demo_50per.fastq,6,,,
ven8-backend-c8f9bf456-xcgxp,demo_75per.fastq,8,16Gi,6,75
ven2-backend-5f8554fc6d-5s4h9,demo_50per.fastq,7,16Gi,6,56
ven9-backend-cf779bf4c-66t8s,demo_50per.fastq,20,32Gi,8,54
ven9-backend-cf779bf4c-66t8s,demo_50per.fastq,11,32Gi,8,46
ven4-backend-55c9bf6f8c-cvc9x,demo.fastq,8,8Gi,4,100
scheduler-backend-79bbbdb9f9-9klc5,demo_50per.fastq,9,,,
ven8-backend-c8f9bf456-xcgxp,demo.fastq,18,16Gi,6,90
ven7-backend-7487fcccb9-2pmsh,demo.fastq,9,8Gi,4,89
scheduler-backend-79bbbdb9f9-9klc5,demo.fastq,7,,,
scheduler-backend-79bbbdb9f9-9klc5,demo_50per.fastq,18,,,
ven8-backend-c8f9bf456-xcgxp,demo_25per.fastq,11,16Gi,6,33
ven2-backend-5f8554fc6d-5s4h9,demo_75per.fastq,11,16Gi,6,69
ven5-backend-79b7f7dbf8-8cq7v,demo_25per.fastq,13,16Gi,6,29
ven10-backend-67c6475b55-bh6c6,demo_25per.fastq,7,8Gi,4,33
ven5-backend-79b7f7dbf8-8cq7v,demo_75per.fastq,2,16Gi,6,72
ven2-backend-5f8554fc6d-5s4h9,demo_75per.fastq,4,16Gi,6,72
ven8-backend-c8f9bf456-xcgxp,demo_50per.fastq,15,16Gi,6,51
ven5-backend-79b7f7dbf8-8cq7v,demo.fastq,18,16Gi,6,82
ven7-backend-7487fcccb9-2pmsh,demo_75per.fastq,17,8Gi,4,70
ven4-backend-55c9bf6f8c-cvc9x,demo_75per.fastq,15,8Gi,4,73
ven6-backend-8c4c7995c-77qf7,demo_50per.fastq,20,32Gi,8,52
ven2-backend-5f8554fc6d-5s4h9,demo_50per.fastq,20,16Gi,6,62
ven5-backend-79b7f7dbf8-8cq7v,demo_50per.fastq,16,16Gi,6,48
ven4-backend-55c9bf6f8c-cvc9x,demo_50per.fastq,2,8Gi,4,53
ven10-backend-67c6475b55-bh6c6,demo_50per.fastq,8,8Gi,4,53
ven5-backend-79b7f7dbf8-8cq7v,demo_25per.fastq,20,16Gi,6,31
ven7-backend-7487fcccb9-2pmsh,demo.fastq,17,8Gi,4,90
ven9-backend-cf779bf4c-66t8s,demo.fastq,13,32Gi,8,85
ven6-backend-8c4c7995c-77qf7,demo_50per.fastq,9,32Gi,8,54
ven3-backend-856cdd777f-wk4px,demo.fastq,13,32Gi,8,86
ven8-backend-c8f9bf456-xcgxp,demo_75per.fastq,9,16Gi,6,70
ven8-backend-c8f9bf456-xcgxp,demo_50per.fastq,10,16Gi,6,59
ven3-backend-856cdd777f-wk4px,demo.fastq,17,32Gi,8,86
scheduler-backend-79bbbdb9f9-9klc5,demo_50per.fastq,17,,,
ven10-backend-67c6475b55-bh6c6,demo_25per.fastq,11,8Gi,4,35
ven1-backend-6f6564689-gxqlf,demo.fastq,18,8Gi,4,94
ven4-backend-55c9bf6f8c-cvc9x,demo_50per.fastq,14,8Gi,4,53
ven2-backend-5f8554fc6d-5s4h9,demo_50per.fastq,14,16Gi,6,52
ven6-backend-8c4c7995c-77qf7,demo_50per.fastq,17,32Gi,8,50
ven5-backend-79b7f7dbf8-8cq7v,demo_25per.fastq,1,16Gi,6,29
ven10-backend-67c6475b55-bh6c6,demo.fastq,18,8Gi,4,91
ven2-backend-5f8554fc6d-5s4h9,demo_25per.fastq,10,16Gi,6,33
ven7-backend-7487fcccb9-2pmsh,demo_75per.fastq,8,8Gi,4,72
ven10-backend-67c6475b55-bh6c6,demo.fastq,19,8Gi,4,90
ven3-backend-856cdd777f-wk4px,demo_50per.fastq,9,32Gi,8,51
ven1-backend-6f6564689-gxqlf,demo_75per.fastq,1,8Gi,4,71
ven5-backend-79b7f7dbf8-8cq7v,demo_75per.fastq,20,16Gi,6,69
ven8-backend-c8f9bf456-xcgxp,demo_50per.fastq,5,16Gi,6,52
ven4-backend-55c9bf6f8c-cvc9x,demo_25per.fastq,6,8Gi,4,31
scheduler-backend-79bbbdb9f9-9klc5,demo_75per.fastq,8,,,
ven10-backend-67c6475b55-bh6c6,demo_25per.fastq,3,8Gi,4,33
ven8-backend-c8f9bf456-xcgxp,demo_75per.fastq,6,16Gi,6,71
ven3-backend-856cdd777f-wk4px,demo.fastq,18,32Gi,8,81
ven6-backend-8c4c7995c-77qf7,demo.fastq,13,32Gi,8,82
ven7-backend-7487fcccb9-2pmsh,demo.fastq,16,8Gi,4,104
ven2-backend-5f8554fc6d-5s4h9,demo_50per.fastq,16,16Gi,6,52
ven6-backend-8c4c7995c-77qf7,demo_75per.fastq,5,32Gi,8,68
ven4-backend-55c9bf6f8c-cvc9x,demo.fastq,4,8Gi,4,97
ven6-backend-8c4c7995c-77qf7,demo_50per.fastq,15,32Gi,8,50
ven6-backend-8c4c7995c-77qf7,demo_75per.fastq,17,32Gi,8,70
ven10-backend-67c6475b55-bh6c6,demo_25per.fastq,4,8Gi,4,34
ven5-backend-79b7f7dbf8-8cq7v,demo_75per.fastq,4,16Gi,6,67
ven9-backend-cf779bf4c-66t8s,demo.fastq,20,32Gi,8,77
ven7-backend-7487fcccb9-2pmsh,demo.fastq,2,8Gi,4,90
ven7-backend-7487fcccb9-2pmsh,demo_25per.fastq,14,8Gi,4,34
ven2-backend-5f8554fc6d-5s4h9,demo_25per.fastq,6,16Gi,6,39
ven7-backend-7487fcccb9-2pmsh,demo_50per.fastq,17,8Gi,4,52
ven9-backend-cf779bf4c-66t8s,demo_75per.fastq,12,32Gi,8,65
ven2-backend-5f8554fc6d-5s4h9,demo.fastq,18,16Gi,6,91
ven10-backend-67c6475b55-bh6c6,demo_75per.fastq,3,8Gi,4,76
ven2-backend-5f8554fc6d-5s4h9,demo.fastq,3,16Gi,6,88
ven6-backend-8c4c7995c-77qf7,demo_75per.fastq,4,32Gi,8,67
ven1-backend-6f6564689-gxqlf,demo.fastq,7,8Gi,4,90
ven5-backend-79b7f7dbf8-8cq7v,demo_50per.fastq,13,16Gi,6,49
ven5-backend-79b7f7dbf8-8cq7v,demo_25per.fastq,2,16Gi,6,34
ven5-backend-79b7f7dbf8-8cq7v,demo_25per.fastq,16,16Gi,6,27
ven7-backend-7487fcccb9-2pmsh,demo_75per.fastq,1,8Gi,4,88
ven8-backend-c8f9bf456-xcgxp,demo.fastq,7,16Gi,6,90
ven9-backend-cf779bf4c-66t8s,demo.fastq,11,32Gi,8,86
ven9-backend-cf779bf4c-66t8s,demo_50per.fastq,2,32Gi,8,53
ven10-backend-67c6475b55-bh6c6,demo.fastq,20,8Gi,4,103
ven1-backend-6f6564689-gxqlf,demo_75per.fastq,11,8Gi,4,71
ven6-backend-8c4c7995c-77qf7,demo.fastq,8,32Gi,8,84
ven1-backend-6f6564689-gxqlf,demo_25per.fastq,10,8Gi,4,39
ven5-backend-79b7f7dbf8-8cq7v,demo_50per.fastq,11,16Gi,6,52
ven3-backend-856cdd777f-wk4px,demo_50per.fastq,19,32Gi,8,54
ven7-backend-7487fcccb9-2pmsh,demo_25per.fastq,19,8Gi,4,41
ven5-backend-79b7f7dbf8-8cq7v,demo_75per.fastq,8,16Gi,6,60
scheduler-backend-79bbbdb9f9-9klc5,demo_75per.fastq,18,,,
ven10-backend-67c6475b55-bh6c6,demo.fastq,10,8Gi,4,88
ven4-backend-55c9bf6f8c-cvc9x,demo_75per.fastq,18,8Gi,4,75
ven10-backend-67c6475b55-bh6c6,demo_75per.fastq,18,8Gi,4,69
scheduler-backend-79bbbdb9f9-9klc5,demo_75per.fastq,3,,,
ven9-backend-cf779bf4c-66t8s,demo_75per.fastq,5,32Gi,8,70
ven7-backend-7487fcccb9-2pmsh,demo_75per.fastq,19,8Gi,4,73
ven1-backend-6f6564689-gxqlf,demo_25per.fastq,18,8Gi,4,32
ven3-backend-856cdd777f-wk4px,demo.fastq,19,32Gi,8,79
ven7-backend-7487fcccb9-2pmsh,demo_25per.fastq,10,8Gi,4,32
ven10-backend-67c6475b55-bh6c6,demo_75per.fastq,2,8Gi,4,74
ven10-backend-67c6475b55-bh6c6,demo.fastq,14,8Gi,4,90
ven4-backend-55c9bf6f8c-cvc9x,demo_75per.fastq,3,8Gi,4,70
ven2-backend-5f8554fc6d-5s4h9,demo.fastq,13,16Gi,6,90
scheduler-backend-79bbbdb9f9-9klc5,demo_75per.fastq,7,,,
scheduler-backend-79bbbdb9f9-9klc5,demo_50per.fastq,10,,,
ven2-backend-5f8554fc6d-5s4h9,demo_75per.fastq,2,16Gi,6,79
ven3-backend-856cdd777f-wk4px,demo.fastq,16,32Gi,8,78
ven5-backend-79b7f7dbf8-8cq7v,demo.fastq,20,16Gi,6,85
ven6-backend-8c4c7995c-77qf7,demo.fastq,15,32Gi,8,80
ven10-backend-67c6475b55-bh6c6,demo_25per.fastq,10,8Gi,4,36
ven4-backend-55c9bf6f8c-cvc9x,demo.fastq,17,8Gi,4,89
ven4-backend-55c9bf6f8c-cvc9x,demo_25per.fastq,2,8Gi,4,33
ven2-backend-5f8554fc6d-5s4h9,demo_50per.fastq,17,16Gi,6,59
ven1-backend-6f6564689-gxqlf,demo_50per.fastq,7,8Gi,4,52
ven3-backend-856cdd777f-wk4px,demo_50per.fastq,11,32Gi,8,52
scheduler-backend-79bbbdb9f9-9klc5,demo_50per.fastq,14,,,
ven3-backend-856cdd777f-wk4px,demo_25per.fastq,16,32Gi,8,34
ven7-backend-7487fcccb9-2pmsh,demo_75per.fastq,10,8Gi,4,82
ven10-backend-67c6475b55-bh6c6,demo_75per.fastq,11,8Gi,4,75
ven9-backend-cf779bf4c-66t8s,demo_50per.fastq,13,32Gi,8,52
ven3-backend-856cdd777f-wk4px,demo.fastq,2,32Gi,8,83
ven1-backend-6f6564689-gxqlf,demo.fastq,3,8Gi,4,89
ven7-backend-7487fcccb9-2pmsh,demo.fastq,7,8Gi,4,90
ven5-backend-79b7f7dbf8-8cq7v,demo_75per.fastq,6,16Gi,6,70
ven6-backend-8c4c7995c-77qf7,demo.fastq,14,32Gi,8,85
ven10-backend-67c6475b55-bh6c6,demo.fastq,7,8Gi,4,92
ven9-backend-cf779bf4c-66t8s,demo.fastq,3,32Gi,8,82
ven9-backend-cf779bf4c-66t8s,demo.fastq,8,32Gi,8,84
ven5-backend-79b7f7dbf8-8cq7v,demo.fastq,6,16Gi,6,82
ven4-backend-55c9bf6f8c-cvc9x,demo.fastq,15,8Gi,4,90
ven3-backend-856cdd777f-wk4px,demo_75per.fastq,20,32Gi,8,65
ven10-backend-67c6475b55-bh6c6,demo_75per.fastq,4,8Gi,4,73
ven6-backend-8c4c7995c-77qf7,demo.fastq,20,32Gi,8,81
ven10-backend-67c6475b55-bh6c6,demo_25per.fastq,13,8Gi,4,34
ven8-backend-c8f9bf456-xcgxp,demo_75per.fastq,17,16Gi,6,70
ven9-backend-cf779bf4c-66t8s,demo_75per.fastq,13,32Gi,8,70
ven7-backend-7487fcccb9-2pmsh,demo.fastq,4,8Gi,4,97
ven9-backend-cf779bf4c-66t8s,demo_50per.fastq,14,32Gi,8,50
ven2-backend-5f8554fc6d-5s4h9,demo_25per.fastq,14,16Gi,6,32
ven2-backend-5f8554fc6d-5s4h9,demo_25per.fastq,18,16Gi,6,33
ven3-backend-856cdd777f-wk4px,demo_75per.fastq,3,32Gi,8,67
ven7-backend-7487fcccb9-2pmsh,demo_50per.fastq,19,8Gi,4,56
ven10-backend-67c6475b55-bh6c6,demo_75per.fastq,19,8Gi,4,72
ven3-backend-856cdd777f-wk4px,demo_50per.fastq,6,32Gi,8,46
ven8-backend-c8f9bf456-xcgxp,demo_75per.fastq,3,16Gi,6,77
